day,p3,p15,p50,p85,p97
635,9.322,10.252,11.521,12.946,14.235
636,9.327,10.258,11.527,12.953,14.244
637,9.332,10.264,11.534,12.961,14.253
638,9.338,10.269,11.541,12.969,14.262
639,9.343,10.275,11.547,12.977,14.27
640,9.348,10.281,11.554,12.984,14.279
641,9.353,10.286,11.561,12.992,14.288
642,9.358,10.292,11.567,13,14.297
643,9.363,10.298,11.574,13.007,14.305
644,9.368,10.304,11.581,13.015,14.314
645,9.373,10.31,11.587,13.023,14.323
646,9.378,10.315,11.594,13.031,14.331
647,9.384,10.321,11.601,13.038,14.34
648,9.389,10.327,11.607,13.046,14.349
649,9.394,10.332,11.614,13.054,14.358
650,9.399,10.338,11.62,13.061,14.366
651,9.404,10.344,11.627,13.069,14.375
652,9.409,10.35,11.634,13.077,14.384
653,9.414,10.355,11.64,13.085,14.393
654,9.419,10.361,11.647,13.092,14.401
655,9.424,10.367,11.654,13.1,14.41
656,9.429,10.373,11.66,13.108,14.419
657,9.435,10.378,11.667,13.115,14.428
658,9.44,10.384,11.673,13.123,14.436
659,9.445,10.39,11.68,13.131,14.445
660,9.45,10.395,11.687,13.138,14.454
661,9.455,10.401,11.693,13.146,14.462
662,9.46,10.407,11.7,13.154,14.471
663,9.465,10.413,11.707,13.162,14.48
664,9.47,10.418,11.713,13.169,14.488
665,9.475,10.424,11.72,13.177,14.497
666,9.48,10.43,11.726,13.185,14.506
667,9.485,10.435,11.733,13.192,14.515
668,9.49,10.441,11.74,13.2,14.523
669,9.495,10.447,11.746,13.208,14.532
670,9.501,10.452,11.753,13.215,14.541
671,9.506,10.458,11.76,13.223,14.55
672,9.511,10.464,11.766,13.231,14.558
673,9.516,10.47,11.773,13.239,14.567
674,9.521,10.475,11.779,13.246,14.576
675,9.526,10.481,11.786,13.254,14.585
676,9.531,10.487,11.793,13.262,14.593
677,9.536,10.492,11.799,13.269,14.602
678,9.541,10.498,11.806,13.277,14.611
679,9.546,10.504,11.812,13.285,14.62
680,9.551,10.51,11.819,13.292,14.628
681,9.556,10.515,11.826,13.3,14.637
682,9.561,10.521,11.832,13.308,14.646
683,9.566,10.527,11.839,13.316,14.654
684,9.571,10.532,11.845,13.323,14.663
685,9.576,10.538,11.852,13.331,14.672
686,9.581,10.544,11.859,13.339,14.681
687,9.587,10.549,11.865,13.346,14.689
688,9.592,10.555,11.872,13.354,14.698
689,9.597,10.561,11.878,13.362,14.707
690,9.602,10.566,11.885,13.369,14.716
691,9.607,10.572,11.892,13.377,14.724
692,9.612,10.578,11.898,13.385,14.733
693,9.617,10.583,11.905,13.392,14.742
694,9.622,10.589,11.911,13.4,14.751
695,9.627,10.595,11.918,13.408,14.759
696,9.632,10.6,11.925,13.416,14.768
697,9.637,10.606,11.931,13.423,14.777
698,9.642,10.612,11.938,13.431,14.785
699,9.647,10.618,11.944,13.439,14.794
700,9.652,10.623,11.951,13.446,14.803
701,9.657,10.629,11.958,13.454,14.812
702,9.662,10.635,11.964,13.462,14.821
703,9.667,10.64,11.971,13.469,14.829
704,9.672,10.646,11.977,13.477,14.838
705,9.677,10.652,11.984,13.485,14.847
706,9.682,10.657,11.991,13.492,14.855
707,9.687,10.663,11.997,13.5,14.864
708,9.692,10.668,12.004,13.508,14.873
709,9.697,10.674,12.01,13.516,14.882
710,9.702,10.68,12.017,13.523,14.89
711,9.707,10.685,12.023,13.531,14.899
712,9.712,10.691,12.03,13.538,14.908
713,9.717,10.697,12.037,13.546,14.917
714,9.722,10.702,12.043,13.554,14.925
715,9.727,10.708,12.05,13.562,14.934
716,9.732,10.714,12.056,13.569,14.943
717,9.737,10.719,12.063,13.577,14.952
718,9.742,10.725,12.069,13.585,14.96
719,9.747,10.731,12.076,13.592,14.969
720,9.752,10.736,12.083,13.6,14.978
721,9.757,10.742,12.089,13.608,14.986
722,9.762,10.748,12.096,13.615,14.995
723,9.767,10.753,12.102,13.623,15.004
724,9.772,10.759,12.109,13.631,15.013
725,9.777,10.764,12.115,13.638,15.021
726,9.782,10.77,12.122,13.646,15.03
727,9.787,10.776,12.129,13.654,15.039
728,9.792,10.781,12.135,13.661,15.048
729,9.797,10.787,12.142,13.669,15.056
730,9.802,10.793,12.148,13.677,15.065
731,9.807,10.798,12.155,13.684,15.074
732,9.812,10.804,12.161,13.692,15.083
733,9.817,10.81,12.168,13.7,15.091
734,9.822,10.815,12.174,13.707,15.1
735,9.827,10.821,12.181,13.715,15.109
736,9.832,10.826,12.188,13.723,15.118
737,9.837,10.832,12.194,13.73,15.126
738,9.842,10.838,12.201,13.738,15.135
739,9.847,10.843,12.207,13.746,15.144
740,9.852,10.849,12.214,13.753,15.152
741,9.857,10.854,12.22,13.761,15.161
742,9.862,10.86,12.227,13.769,15.17
743,9.867,10.866,12.233,13.776,15.178
744,9.872,10.871,12.24,13.784,15.187
745,9.877,10.877,12.246,13.792,15.196
746,9.882,10.882,12.253,13.799,15.205
747,9.887,10.888,12.259,13.807,15.213
748,9.892,10.894,12.266,13.815,15.222
749,9.896,10.899,12.273,13.822,15.231
750,9.901,10.905,12.279,13.83,15.24
751,9.906,10.91,12.286,13.837,15.248
752,9.911,10.916,12.292,13.845,15.257
753,9.916,10.922,12.299,13.853,15.266
754,9.921,10.927,12.305,13.86,15.274
755,9.926,10.933,12.312,13.868,15.283
756,9.931,10.938,12.318,13.876,15.292
757,9.936,10.944,12.325,13.883,15.3
758,9.941,10.949,12.331,13.891,15.309
759,9.946,10.955,12.338,13.898,15.318
760,9.951,10.96,12.344,13.906,15.327
761,9.956,10.966,12.351,13.914,15.335
762,9.961,10.972,12.357,13.921,15.344
763,9.965,10.977,12.364,13.929,15.353
764,9.97,10.983,12.37,13.937,15.361
765,9.975,10.988,12.377,13.944,15.37
766,9.98,10.994,12.383,13.952,15.379
767,9.985,10.999,12.39,13.959,15.387
768,9.99,11.005,12.396,13.967,15.396
769,9.995,11.011,12.403,13.974,15.405
770,10,11.016,12.409,13.982,15.413
771,10.005,11.022,12.415,13.99,15.422
772,10.01,11.027,12.422,13.997,15.431
773,10.014,11.033,12.428,14.005,15.439
774,10.019,11.038,12.435,14.012,15.448
775,10.024,11.044,12.441,14.02,15.457
776,10.029,11.049,12.448,14.028,15.465
777,10.034,11.055,12.454,14.035,15.474
778,10.039,11.06,12.461,14.043,15.483
779,10.044,11.066,12.467,14.05,15.491
780,10.048,11.071,12.474,14.058,15.5
781,10.053,11.077,12.48,14.065,15.509
782,10.058,11.082,12.486,14.073,15.517
783,10.063,11.088,12.493,14.081,15.526
784,10.068,11.093,12.499,14.088,15.535
785,10.073,11.099,12.506,14.096,15.543
786,10.078,11.104,12.512,14.103,15.552
787,10.082,11.11,12.519,14.111,15.56
788,10.087,11.115,12.525,14.118,15.569
789,10.092,11.121,12.531,14.126,15.578
790,10.097,11.126,12.538,14.133,15.586
791,10.102,11.132,12.544,14.141,15.595
792,10.107,11.137,12.551,14.148,15.603
793,10.111,11.143,12.557,14.156,15.612
794,10.116,11.148,12.563,14.163,15.62
795,10.121,11.154,12.57,14.171,15.629
796,10.126,11.159,12.576,14.178,15.638
797,10.131,11.164,12.583,14.186,15.646
798,10.136,11.17,12.589,14.193,15.655
799,10.14,11.175,12.595,14.201,15.663
800,10.145,11.181,12.602,14.209,15.672
801,10.15,11.186,12.608,14.216,15.681
802,10.155,11.192,12.615,14.223,15.689
803,10.16,11.197,12.621,14.231,15.698
804,10.164,11.203,12.627,14.239,15.706
805,10.169,11.208,12.634,14.246,15.715
806,10.174,11.213,12.64,14.254,15.724
807,10.179,11.219,12.646,14.261,15.732
808,10.183,11.224,12.653,14.268,15.741
809,10.188,11.23,12.659,14.276,15.749
810,10.193,11.235,12.665,14.283,15.758
811,10.198,11.241,12.672,14.291,15.766
812,10.202,11.246,12.678,14.298,15.775
813,10.207,11.251,12.684,14.306,15.783
814,10.212,11.257,12.691,14.313,15.792
815,10.217,11.262,12.697,14.321,15.8
816,10.221,11.267,12.703,14.328,15.809
817,10.226,11.273,12.71,14.336,15.818
818,10.231,11.278,12.716,14.343,15.826
819,10.236,11.284,12.722,14.351,15.835
820,10.24,11.289,12.729,14.358,15.843
821,10.245,11.294,12.735,14.365,15.851
822,10.25,11.3,12.741,14.373,15.86
823,10.255,11.305,12.748,14.38,15.868
824,10.26,11.311,12.754,14.387,15.877
825,10.264,11.316,12.76,14.395,15.885
826,10.269,11.321,12.767,14.402,15.894
827,10.274,11.327,12.773,14.41,15.902
828,10.278,11.332,12.779,14.417,15.911
829,10.283,11.337,12.785,14.425,15.919
830,10.288,11.343,12.792,14.432,15.928
831,10.293,11.348,12.798,14.439,15.936
832,10.297,11.353,12.804,14.447,15.945
833,10.302,11.359,12.81,14.454,15.953
834,10.307,11.364,12.817,14.462,15.962
835,10.311,11.369,12.823,14.469,15.97
836,10.316,11.375,12.829,14.476,15.979
837,10.321,11.38,12.836,14.484,15.987
838,10.325,11.385,12.842,14.491,15.995
839,10.33,11.391,12.848,14.498,16.004
840,10.335,11.396,12.854,14.506,16.012
841,10.339,11.401,12.86,14.513,16.021
842,10.344,11.407,12.867,14.52,16.029
843,10.349,11.412,12.873,14.528,16.038
844,10.353,11.417,12.879,14.535,16.046
845,10.358,11.423,12.885,14.542,16.054
846,10.363,11.428,12.892,14.55,16.063
847,10.367,11.433,12.898,14.557,16.071
848,10.372,11.438,12.904,14.564,16.079
849,10.377,11.444,12.91,14.572,16.088
850,10.381,11.449,12.916,14.579,16.096
851,10.386,11.454,12.923,14.586,16.105
852,10.391,11.46,12.929,14.594,16.113
853,10.395,11.465,12.935,14.601,16.121
854,10.4,11.47,12.941,14.608,16.13
855,10.404,11.475,12.947,14.615,16.138
856,10.409,11.481,12.954,14.623,16.147
857,10.414,11.486,12.96,14.63,16.155
858,10.418,11.491,12.966,14.637,16.163
859,10.423,11.496,12.972,14.645,16.172
860,10.428,11.502,12.978,14.652,16.18
861,10.432,11.507,12.984,14.659,16.188
862,10.437,11.512,12.991,14.666,16.197
863,10.441,11.517,12.997,14.674,16.205
864,10.446,11.523,13.003,14.681,16.213
865,10.451,11.528,13.009,14.688,16.221
866,10.455,11.533,13.015,14.695,16.23
867,10.46,11.538,13.021,14.703,16.238
868,10.464,11.543,13.027,14.71,16.246
869,10.469,11.549,13.033,14.717,16.255
870,10.474,11.554,13.04,14.724,16.263
871,10.478,11.559,13.046,14.732,16.271
872,10.483,11.564,13.052,14.739,16.28
873,10.487,11.569,13.058,14.746,16.288
874,10.492,11.575,13.064,14.753,16.296
875,10.496,11.58,13.07,14.76,16.304
876,10.501,11.585,13.076,14.768,16.313
877,10.505,11.59,13.082,14.775,16.321
878,10.51,11.595,13.088,14.782,16.329
879,10.515,11.601,13.095,14.789,16.337
880,10.519,11.606,13.101,14.796,16.346
881,10.524,11.611,13.107,14.804,16.354
882,10.528,11.616,13.113,14.811,16.362
883,10.533,11.621,13.119,14.818,16.37
884,10.537,11.626,13.125,14.825,16.379
885,10.542,11.632,13.131,14.832,16.387
886,10.546,11.637,13.137,14.839,16.395
887,10.551,11.642,13.143,14.847,16.403
888,10.555,11.647,13.149,14.854,16.412
889,10.56,11.652,13.155,14.861,16.42
890,10.564,11.657,13.161,14.868,16.428
891,10.569,11.662,13.167,14.875,16.436
892,10.574,11.668,13.173,14.882,16.444
893,10.578,11.673,13.179,14.889,16.452
894,10.583,11.678,13.185,14.897,16.461
895,10.587,11.683,13.191,14.904,16.469
896,10.591,11.688,13.197,14.911,16.477
897,10.596,11.693,13.203,14.918,16.485
898,10.6,11.698,13.21,14.925,16.494
899,10.605,11.703,13.216,14.932,16.502
900,10.609,11.708,13.222,14.939,16.51
901,10.614,11.713,13.228,14.946,16.518
902,10.618,11.719,13.234,14.953,16.526
903,10.623,11.724,13.24,14.961,16.534
904,10.627,11.729,13.246,14.968,16.542
905,10.632,11.734,13.252,14.975,16.551
906,10.636,11.739,13.258,14.982,16.559
907,10.641,11.744,13.263,14.989,16.567
908,10.645,11.749,13.269,14.996,16.575
909,10.65,11.754,13.275,15.003,16.583
910,10.654,11.759,13.281,15.01,16.591
911,10.658,11.764,13.287,15.017,16.599
912,10.663,11.769,13.293,15.024,16.608
913,10.667,11.774,13.299,15.031,16.616
914,10.672,11.779,13.305,15.038,16.624
915,10.676,11.784,13.311,15.045,16.632
916,10.681,11.79,13.317,15.052,16.64
917,10.685,11.795,13.323,15.059,16.648
918,10.69,11.8,13.329,15.066,16.656
919,10.694,11.805,13.335,15.073,16.664
920,10.698,11.81,13.341,15.08,16.672
921,10.703,11.815,13.347,15.088,16.68
922,10.707,11.82,13.353,15.095,16.689
923,10.712,11.825,13.359,15.102,16.697
924,10.716,11.83,13.365,15.109,16.705
925,10.72,11.835,13.371,15.116,16.713
926,10.725,11.84,13.377,15.123,16.721
927,10.729,11.845,13.382,15.13,16.729
928,10.734,11.85,13.388,15.137,16.737
929,10.738,11.855,13.394,15.144,16.745
930,10.742,11.86,13.4,15.151,16.753
931,10.747,11.865,13.406,15.158,16.761
932,10.751,11.87,13.412,15.165,16.769
933,10.756,11.875,13.418,15.172,16.777
934,10.76,11.88,13.424,15.179,16.785
935,10.764,11.885,13.43,15.186,16.793
936,10.769,11.89,13.435,15.192,16.801
937,10.773,11.895,13.441,15.199,16.809
938,10.778,11.9,13.447,15.206,16.817
939,10.782,11.905,13.453,15.213,16.825
940,10.786,11.91,13.459,15.22,16.833
941,10.791,11.915,13.465,15.227,16.841
942,10.795,11.92,13.471,15.234,16.849
943,10.799,11.925,13.477,15.241,16.857
944,10.804,11.93,13.482,15.248,16.865
945,10.808,11.935,13.488,15.255,16.873
946,10.812,11.94,13.494,15.262,16.881
947,10.817,11.945,13.5,15.269,16.889
948,10.821,11.95,13.506,15.276,16.897
949,10.825,11.954,13.512,15.283,16.905
950,10.83,11.959,13.518,15.29,16.913
951,10.834,11.964,13.523,15.297,16.921
952,10.838,11.969,13.529,15.304,16.929
953,10.843,11.974,13.535,15.311,16.937
954,10.847,11.979,13.541,15.317,16.945
955,10.851,11.984,13.547,15.324,16.953
956,10.856,11.989,13.552,15.331,16.961
957,10.86,11.994,13.558,15.338,16.969
958,10.864,11.999,13.564,15.345,16.977
959,10.869,12.004,13.57,15.352,16.985
960,10.873,12.009,13.576,15.359,16.993
961,10.877,12.014,13.582,15.366,17.001
962,10.881,12.019,13.587,15.373,17.009
963,10.886,12.023,13.593,15.379,17.017
964,10.89,12.028,13.599,15.386,17.024
965,10.894,12.033,13.605,15.393,17.032
966,10.899,12.038,13.611,15.4,17.04
967,10.903,12.043,13.616,15.407,17.048
968,10.907,12.048,13.622,15.414,17.056
969,10.911,12.053,13.628,15.421,17.064
970,10.916,12.058,13.634,15.427,17.072
971,10.92,12.063,13.639,15.434,17.08
972,10.925,12.068,13.645,15.441,17.088
973,10.929,12.072,13.651,15.448,17.096
974,10.933,12.077,13.657,15.455,17.103
975,10.937,12.082,13.663,15.462,17.111
976,10.941,12.087,13.668,15.469,17.119
977,10.946,12.092,13.674,15.475,17.127
978,10.95,12.097,13.68,15.482,17.135
979,10.954,12.102,13.686,15.489,17.143
980,10.959,12.107,13.691,15.496,17.151
981,10.963,12.111,13.697,15.503,17.159
982,10.967,12.116,13.703,15.509,17.167
983,10.971,12.121,13.709,15.516,17.174
984,10.976,12.126,13.714,15.523,17.182
985,10.98,12.131,13.72,15.53,17.19
986,10.984,12.136,13.726,15.537,17.198
987,10.988,12.141,13.731,15.543,17.206
988,10.993,12.145,13.737,15.55,17.214
989,10.997,12.15,13.743,15.557,17.222
990,11.001,12.155,13.749,15.564,17.229
991,11.005,12.16,13.754,15.571,17.237
992,11.009,12.165,13.76,15.578,17.245
993,11.014,12.169,13.766,15.584,17.253
994,11.018,12.174,13.772,15.591,17.261
995,11.022,12.179,13.777,15.598,17.269
996,11.026,12.184,13.783,15.605,17.276
997,11.031,12.189,13.789,15.611,17.284
998,11.035,12.194,13.794,15.618,17.292
999,11.039,12.198,13.8,15.625,17.3
1000,11.043,12.203,13.806,15.632,17.308
1001,11.048,12.208,13.811,15.639,17.315
1002,11.052,12.213,13.817,15.645,17.323
1003,11.056,12.218,13.823,15.652,17.331
1004,11.06,12.223,13.829,15.659,17.339
1005,11.064,12.227,13.834,15.666,17.347
1006,11.068,12.232,13.84,15.672,17.355
1007,11.073,12.237,13.846,15.679,17.362
1008,11.077,12.242,13.851,15.686,17.37
1009,11.081,12.247,13.857,15.693,17.378
1010,11.085,12.251,13.863,15.699,17.386
1011,11.09,12.256,13.868,15.706,17.394
1012,11.094,12.261,13.874,15.713,17.401
1013,11.098,12.266,13.88,15.72,17.409
1014,11.102,12.271,13.885,15.726,17.417
1015,11.106,12.275,13.891,15.733,17.425
1016,11.111,12.28,13.897,15.74,17.432
1017,11.115,12.285,13.902,15.747,17.44
1018,11.119,12.29,13.908,15.753,17.448
1019,11.123,12.295,13.914,15.76,17.456
1020,11.127,12.299,13.919,15.767,17.463
1021,11.131,12.304,13.925,15.773,17.471
1022,11.136,12.309,13.931,15.78,17.479
1023,11.14,12.314,13.936,15.787,17.487
1024,11.144,12.318,13.942,15.793,17.494
1025,11.148,12.323,13.947,15.8,17.502
1026,11.152,12.328,13.953,15.807,17.51
1027,11.156,12.333,13.959,15.814,17.518
1028,11.161,12.337,13.964,15.82,17.526
1029,11.165,12.342,13.97,15.827,17.533
1030,11.169,12.347,13.976,15.834,17.541
1031,11.173,12.352,13.981,15.841,17.549
1032,11.177,12.356,13.987,15.847,17.556
1033,11.181,12.361,13.993,15.854,17.564
1034,11.186,12.366,13.998,15.861,17.572
1035,11.19,12.371,14.004,15.867,17.58
1036,11.194,12.376,14.009,15.874,17.587
1037,11.198,12.38,14.015,15.881,17.595
1038,11.202,12.385,14.021,15.887,17.603
1039,11.206,12.39,14.026,15.894,17.611
1040,11.211,12.395,14.032,15.901,17.618
1041,11.215,12.399,14.038,15.907,17.626
1042,11.219,12.404,14.043,15.914,17.634
1043,11.223,12.409,14.049,15.921,17.642
1044,11.227,12.413,14.054,15.928,17.649
1045,11.231,12.418,14.06,15.934,17.657
1046,11.236,12.423,14.066,15.941,17.665
1047,11.24,12.428,14.071,15.947,17.672
1048,11.244,12.432,14.077,15.954,17.68
1049,11.248,12.437,14.082,15.961,17.688
1050,11.252,12.442,14.088,15.967,17.695
1051,11.256,12.447,14.094,15.974,17.703
1052,11.26,12.451,14.099,15.981,17.711
1053,11.264,12.456,14.105,15.987,17.719
1054,11.269,12.461,14.11,15.994,17.726
1055,11.273,12.466,14.116,16.001,17.734
1056,11.277,12.47,14.122,16.007,17.742
1057,11.281,12.475,14.127,16.014,17.749
1058,11.285,12.48,14.133,16.021,17.757
1059,11.289,12.485,14.138,16.027,17.765
1060,11.294,12.489,14.144,16.034,17.772
1061,11.298,12.494,14.15,16.041,17.78
1062,11.302,12.499,14.155,16.047,17.788
1063,11.306,12.503,14.161,16.054,17.795
1064,11.31,12.508,14.166,16.061,17.803
1065,11.314,12.513,14.172,16.067,17.811
1066,11.318,12.517,14.178,16.074,17.819
1067,11.322,12.522,14.183,16.08,17.826
1068,11.327,12.527,14.189,16.087,17.834
1069,11.331,12.532,14.194,16.094,17.841
1070,11.335,12.536,14.2,16.101,17.849
1071,11.339,12.541,14.205,16.107,17.857
1072,11.343,12.546,14.211,16.114,17.864
1073,11.347,12.55,14.217,16.12,17.872
1074,11.351,12.555,14.222,16.127,17.88
1075,11.355,12.56,14.228,16.134,17.888
1076,11.359,12.565,14.233,16.14,17.895
1077,11.364,12.569,14.239,16.147,17.903
1078,11.368,12.574,14.244,16.153,17.91
1079,11.372,12.579,14.25,16.16,17.918
1080,11.376,12.583,14.255,16.167,17.926
1081,11.38,12.588,14.261,16.173,17.933
1082,11.384,12.593,14.267,16.18,17.941
1083,11.388,12.597,14.272,16.187,17.949
1084,11.392,12.602,14.278,16.193,17.956
1085,11.396,12.607,14.283,16.2,17.964
1086,11.4,12.611,14.289,16.206,17.972
1087,11.405,12.616,14.294,16.213,17.98
1088,11.409,12.621,14.3,16.22,17.987
1089,11.413,12.626,14.306,16.226,17.995
1090,11.417,12.63,14.311,16.233,18.002
1091,11.421,12.635,14.317,16.24,18.01
1092,11.425,12.64,14.322,16.246,18.017
1093,11.429,12.644,14.328,16.253,18.025
1094,11.433,12.649,14.333,16.259,18.033
1095,11.437,12.654,14.339,16.266,18.041
1096,11.441,12.658,14.344,16.272,18.048
1097,11.446,12.663,14.35,16.279,18.056
1098,11.45,12.668,14.355,16.286,18.064
1099,11.454,12.672,14.361,16.292,18.071
1100,11.458,12.677,14.367,16.299,18.079
1101,11.462,12.682,14.372,16.305,18.086
1102,11.466,12.686,14.378,16.312,18.094
1103,11.47,12.691,14.383,16.319,18.101
1104,11.474,12.696,14.389,16.325,18.109
1105,11.478,12.7,14.394,16.332,18.117
1106,11.482,12.705,14.4,16.339,18.125
1107,11.486,12.71,14.405,16.345,18.132
1108,11.491,12.714,14.411,16.352,18.14
1109,11.495,12.719,14.416,16.358,18.147
1110,11.499,12.724,14.422,16.365,18.155
1111,11.503,12.728,14.427,16.371,18.163
1112,11.507,12.733,14.433,16.378,18.17
1113,11.511,12.738,14.438,16.385,18.178
1114,11.515,12.742,14.444,16.391,18.185
1115,11.519,12.747,14.45,16.398,18.193
1116,11.523,12.752,14.455,16.404,18.201
1117,11.527,12.756,14.461,16.411,18.208
1118,11.531,12.761,14.466,16.418,18.216
1119,11.535,12.766,14.472,16.424,18.224
1120,11.539,12.77,14.477,16.431,18.231
1121,11.544,12.775,14.483,16.437,18.239
1122,11.548,12.78,14.488,16.444,18.246
1123,11.552,12.784,14.494,16.45,18.254
1124,11.556,12.789,14.499,16.457,18.262
1125,11.56,12.794,14.505,16.464,18.269
1126,11.564,12.798,14.51,16.47,18.277
1127,11.568,12.803,14.516,16.477,18.285
1128,11.572,12.808,14.521,16.483,18.292
1129,11.576,12.812,14.527,16.49,18.3
1130,11.58,12.817,14.532,16.496,18.307
1131,11.584,12.822,14.538,16.503,18.315
1132,11.588,12.826,14.543,16.51,18.322
1133,11.592,12.831,14.549,16.516,18.33
1134,11.596,12.836,14.554,16.523,18.338
1135,11.601,12.84,14.56,16.529,18.345
1136,11.605,12.845,14.565,16.536,18.353
1137,11.609,12.85,14.571,16.543,18.361
1138,11.613,12.854,14.576,16.549,18.368
1139,11.617,12.859,14.582,16.556,18.376
1140,11.621,12.864,14.588,16.562,18.384
1141,11.625,12.868,14.593,16.569,18.391
1142,11.629,12.873,14.599,16.575,18.399
1143,11.633,12.877,14.604,16.582,18.406
1144,11.637,12.882,14.61,16.589,18.414
1145,11.641,12.887,14.615,16.595,18.421
1146,11.645,12.891,14.621,16.602,18.429
1147,11.649,12.896,14.626,16.608,18.437
1148,11.653,12.901,14.632,16.615,18.445
1149,11.657,12.905,14.637,16.621,18.452
1150,11.661,12.91,14.643,16.628,18.46
1151,11.665,12.915,14.648,16.635,18.467
1152,11.67,12.919,14.654,16.641,18.475
1153,11.674,12.924,14.659,16.648,18.482
1154,11.678,12.929,14.665,16.654,18.49
1155,11.682,12.933,14.67,16.661,18.498
1156,11.686,12.938,14.676,16.667,18.505
1157,11.69,12.942,14.681,16.674,18.513
1158,11.694,12.947,14.687,16.68,18.52
1159,11.698,12.952,14.692,16.687,18.528
1160,11.702,12.956,14.698,16.694,18.536
1161,11.706,12.961,14.703,16.7,18.544
1162,11.71,12.966,14.709,16.707,18.551
1163,11.714,12.97,14.714,16.713,18.559
1164,11.718,12.975,14.72,16.72,18.566
1165,11.722,12.98,14.725,16.726,18.574
1166,11.726,12.984,14.731,16.733,18.581
1167,11.73,12.989,14.736,16.74,18.589
1168,11.735,12.994,14.742,16.746,18.596
1169,11.739,12.998,14.747,16.753,18.604
1170,11.743,13.003,14.753,16.759,18.612
1171,11.747,13.008,14.758,16.766,18.619
1172,11.751,13.012,14.764,16.772,18.627
1173,11.755,13.017,14.769,16.779,18.635
1174,11.759,13.021,14.775,16.785,18.642
1175,11.763,13.026,14.78,16.792,18.65
1176,11.767,13.031,14.786,16.799,18.658
1177,11.771,13.035,14.791,16.805,18.665
1178,11.775,13.04,14.797,16.812,18.673
1179,11.779,13.045,14.802,16.818,18.68
1180,11.783,13.049,14.808,16.825,18.688
1181,11.787,13.054,14.813,16.831,18.695
1182,11.791,13.058,14.819,16.838,18.703
1183,11.795,13.063,14.824,16.845,18.711
1184,11.799,13.068,14.83,16.851,18.718
1185,11.803,13.072,14.835,16.858,18.726
1186,11.807,13.077,14.841,16.864,18.734
1187,11.812,13.082,14.846,16.871,18.741
1188,11.816,13.086,14.852,16.877,18.749
1189,11.819,13.091,14.857,16.884,18.756
1190,11.824,13.096,14.863,16.89,18.764
1191,11.828,13.1,14.868,16.897,18.772
1192,11.832,13.105,14.874,16.904,18.779
1193,11.836,13.109,14.879,16.91,18.787
1194,11.84,13.114,14.885,16.917,18.794
1195,11.844,13.119,14.89,16.923,18.802
1196,11.848,13.123,14.896,16.93,18.809
1197,11.852,13.128,14.901,16.936,18.817
1198,11.856,13.133,14.907,16.943,18.825
1199,11.86,13.137,14.912,16.95,18.832
1200,11.864,13.142,14.918,16.956,18.84
1201,11.868,13.146,14.923,16.963,18.848
1202,11.872,13.151,14.929,16.969,18.855
1203,11.876,13.156,14.934,16.976,18.863
1204,11.88,13.16,14.94,16.982,18.871
1205,11.884,13.165,14.945,16.989,18.878
1206,11.888,13.17,14.951,16.996,18.886
1207,11.892,13.174,14.956,17.002,18.893
1208,11.897,13.179,14.962,17.009,18.901
1209,11.901,13.184,14.967,17.015,18.909
1210,11.904,13.188,14.973,17.022,18.916
1211,11.909,13.193,14.978,17.028,18.924
1212,11.913,13.197,14.984,17.035,18.931
1213,11.917,13.202,14.989,17.042,18.939
1214,11.921,13.207,14.995,17.048,18.947
1215,11.925,13.211,15,17.055,18.954
1216,11.929,13.216,15.006,17.061,18.962
1217,11.933,13.221,15.011,17.068,18.969
1218,11.937,13.225,15.017,17.074,18.977
1219,11.941,13.23,15.022,17.081,18.985
1220,11.945,13.235,15.028,17.087,18.992
1221,11.949,13.239,15.033,17.094,19
1222,11.953,13.244,15.039,17.101,19.008
1223,11.957,13.248,15.044,17.107,19.015
1224,11.961,13.253,15.05,17.114,19.023
1225,11.965,13.258,15.055,17.12,19.031
1226,11.969,13.262,15.061,17.127,19.038
1227,11.973,13.267,15.066,17.134,19.046
1228,11.977,13.272,15.072,17.14,19.054
1229,11.981,13.276,15.077,17.147,19.061
1230,11.985,13.281,15.083,17.153,19.069
1231,11.989,13.285,15.088,17.16,19.076
1232,11.993,13.29,15.094,17.166,19.084
1233,11.998,13.295,15.099,17.173,19.092
1234,12.002,13.299,15.105,17.18,19.099
1235,12.006,13.304,15.11,17.186,19.107
1236,12.01,13.309,15.116,17.193,19.114
1237,12.014,13.313,15.121,17.199,19.122
1238,12.018,13.318,15.127,17.206,19.13
1239,12.022,13.322,15.132,17.212,19.137
1240,12.026,13.327,15.138,17.219,19.145
1241,12.03,13.332,15.143,17.226,19.153
1242,12.034,13.336,15.149,17.232,19.16
1243,12.038,13.341,15.154,17.239,19.168
1244,12.042,13.345,15.16,17.245,19.176
1245,12.046,13.35,15.165,17.252,19.183
1246,12.05,13.355,15.171,17.258,19.191
1247,12.054,13.359,15.176,17.265,19.199
1248,12.058,13.364,15.182,17.271,19.206
1249,12.062,13.369,15.187,17.278,19.214
1250,12.066,13.373,15.193,17.285,19.221
1251,12.07,13.378,15.198,17.291,19.229
1252,12.074,13.382,15.204,17.298,19.237
1253,12.078,13.387,15.209,17.304,19.244
1254,12.082,13.392,15.215,17.311,19.252
1255,12.086,13.396,15.22,17.318,19.26
1256,12.09,13.401,15.226,17.324,19.267
1257,12.094,13.406,15.231,17.331,19.275
1258,12.098,13.41,15.237,17.337,19.282
