day,p3,p15,p50,p85,p97
635,8.646,9.547,10.825,12.33,13.759
636,8.652,9.553,10.832,12.338,13.768
637,8.657,9.559,10.839,12.346,13.777
638,8.662,9.565,10.845,12.353,13.786
639,8.668,9.571,10.852,12.361,13.795
640,8.673,9.577,10.859,12.369,13.804
641,8.679,9.583,10.866,12.377,13.812
642,8.684,9.589,10.873,12.385,13.821
643,8.689,9.595,10.879,12.392,13.83
644,8.695,9.601,10.886,12.4,13.839
645,8.7,9.607,10.893,12.408,13.848
646,8.706,9.613,10.9,12.416,13.856
647,8.711,9.619,10.907,12.424,13.865
648,8.716,9.625,10.913,12.432,13.874
649,8.722,9.631,10.92,12.44,13.883
650,8.727,9.637,10.927,12.447,13.892
651,8.733,9.643,10.934,12.455,13.901
652,8.738,9.649,10.941,12.463,13.91
653,8.743,9.655,10.947,12.471,13.919
654,8.749,9.661,10.954,12.479,13.927
655,8.754,9.667,10.961,12.487,13.936
656,8.76,9.673,10.968,12.494,13.945
657,8.765,9.679,10.975,12.502,13.954
658,8.77,9.685,10.982,12.51,13.963
659,8.776,9.691,10.988,12.518,13.972
660,8.781,9.697,10.995,12.526,13.981
661,8.787,9.703,11.002,12.534,13.99
662,8.792,9.709,11.009,12.542,13.998
663,8.797,9.715,11.016,12.549,14.007
664,8.803,9.721,11.022,12.557,14.016
665,8.808,9.726,11.029,12.565,14.025
666,8.814,9.732,11.036,12.573,14.034
667,8.819,9.738,11.043,12.581,14.043
668,8.824,9.744,11.05,12.589,14.052
669,8.83,9.75,11.057,12.597,14.061
670,8.835,9.756,11.063,12.604,14.07
671,8.841,9.762,11.07,12.612,14.078
672,8.846,9.768,11.077,12.62,14.087
673,8.851,9.774,11.084,12.628,14.096
674,8.857,9.78,11.091,12.636,14.105
675,8.862,9.786,11.098,12.644,14.114
676,8.868,9.792,11.104,12.652,14.123
677,8.873,9.798,11.111,12.66,14.132
678,8.878,9.804,11.118,12.667,14.141
679,8.884,9.81,11.125,12.675,14.15
680,8.889,9.816,11.132,12.683,14.158
681,8.894,9.822,11.138,12.691,14.167
682,8.9,9.828,11.145,12.699,14.177
683,8.905,9.834,11.152,12.707,14.185
684,8.911,9.84,11.159,12.715,14.194
685,8.916,9.846,11.166,12.723,14.203
686,8.921,9.852,11.173,12.73,14.212
687,8.927,9.858,11.18,12.738,14.221
688,8.932,9.864,11.186,12.746,14.23
689,8.938,9.87,11.193,12.754,14.239
690,8.943,9.876,11.2,12.762,14.248
691,8.948,9.882,11.207,12.77,14.257
692,8.954,9.888,11.214,12.778,14.266
693,8.959,9.894,11.221,12.786,14.275
694,8.965,9.9,11.227,12.794,14.284
695,8.97,9.906,11.234,12.802,14.293
696,8.975,9.912,11.241,12.809,14.301
697,8.981,9.918,11.248,12.817,14.31
698,8.986,9.924,11.255,12.825,14.319
699,8.992,9.93,11.262,12.833,14.328
700,8.997,9.936,11.268,12.841,14.337
701,9.003,9.942,11.275,12.849,14.346
702,9.008,9.948,11.282,12.857,14.355
703,9.013,9.954,11.289,12.865,14.364
704,9.019,9.96,11.296,12.873,14.373
705,9.024,9.966,11.303,12.88,14.382
706,9.029,9.972,11.31,12.889,14.391
707,9.035,9.978,11.316,12.896,14.4
708,9.04,9.984,11.323,12.904,14.409
709,9.045,9.99,11.33,12.912,14.418
710,9.051,9.996,11.337,12.92,14.427
711,9.056,10.002,11.344,12.928,14.436
712,9.062,10.007,11.351,12.936,14.445
713,9.067,10.014,11.358,12.944,14.454
714,9.072,10.019,11.364,12.952,14.463
715,9.078,10.025,11.371,12.96,14.472
716,9.083,10.031,11.378,12.968,14.481
717,9.089,10.037,11.385,12.976,14.49
718,9.094,10.043,11.392,12.983,14.499
719,9.099,10.049,11.399,12.991,14.508
720,9.105,10.055,11.406,12.999,14.517
721,9.11,10.061,11.412,13.007,14.526
722,9.116,10.067,11.419,13.015,14.535
723,9.121,10.073,11.426,13.023,14.543
724,9.126,10.079,11.433,13.031,14.553
725,9.132,10.085,11.44,13.039,14.562
726,9.137,10.091,11.447,13.047,14.571
727,9.143,10.097,11.454,13.055,14.58
728,9.148,10.103,11.46,13.063,14.589
729,9.153,10.109,11.467,13.071,14.598
730,9.159,10.115,11.474,13.079,14.607
731,9.164,10.121,11.481,13.087,14.616
732,9.169,10.127,11.488,13.095,14.625
733,9.175,10.133,11.495,13.103,14.634
734,9.18,10.139,11.502,13.11,14.643
735,9.186,10.145,11.508,13.118,14.652
736,9.191,10.151,11.515,13.126,14.661
737,9.196,10.157,11.522,13.134,14.67
738,9.202,10.163,11.529,13.142,14.679
739,9.207,10.169,11.536,13.15,14.688
740,9.213,10.175,11.543,13.158,14.697
741,9.218,10.181,11.55,13.166,14.706
742,9.223,10.187,11.556,13.174,14.715
743,9.229,10.193,11.563,13.182,14.724
744,9.234,10.199,11.57,13.19,14.733
745,9.239,10.205,11.577,13.198,14.742
746,9.245,10.211,11.584,13.206,14.751
747,9.25,10.217,11.591,13.214,14.76
748,9.256,10.223,11.598,13.222,14.769
749,9.261,10.229,11.605,13.23,14.778
750,9.266,10.235,11.611,13.238,14.787
751,9.272,10.241,11.618,13.246,14.796
752,9.277,10.247,11.625,13.253,14.805
753,9.282,10.253,11.632,13.261,14.814
754,9.288,10.259,11.639,13.269,14.823
755,9.293,10.265,11.646,13.277,14.832
756,9.298,10.271,11.653,13.285,14.841
757,9.304,10.277,11.659,13.293,14.85
758,9.309,10.283,11.666,13.301,14.859
759,9.315,10.289,11.673,13.309,14.868
760,9.32,10.295,11.68,13.317,14.877
761,9.325,10.301,11.687,13.325,14.886
762,9.331,10.307,11.694,13.333,14.896
763,9.336,10.313,11.701,13.341,14.904
764,9.341,10.319,11.707,13.349,14.913
765,9.347,10.324,11.714,13.357,14.922
766,9.352,10.33,11.721,13.365,14.932
767,9.357,10.336,11.728,13.373,14.941
768,9.363,10.342,11.735,13.381,14.95
769,9.368,10.348,11.742,13.389,14.959
770,9.374,10.354,11.749,13.397,14.967
771,9.379,10.36,11.755,13.404,14.977
772,9.384,10.366,11.762,13.413,14.986
773,9.39,10.372,11.769,13.42,14.995
774,9.395,10.378,11.776,13.428,15.004
775,9.4,10.384,11.783,13.436,15.013
776,9.406,10.39,11.79,13.444,15.022
777,9.411,10.396,11.796,13.452,15.031
778,9.416,10.402,11.803,13.46,15.04
779,9.422,10.408,11.81,13.468,15.049
780,9.427,10.414,11.817,13.476,15.058
781,9.432,10.42,11.824,13.484,15.067
782,9.438,10.426,11.831,13.492,15.076
783,9.443,10.432,11.838,13.5,15.085
784,9.448,10.437,11.844,13.508,15.094
785,9.454,10.443,11.851,13.516,15.103
786,9.459,10.449,11.858,13.524,15.112
787,9.464,10.455,11.865,13.532,15.121
788,9.469,10.461,11.872,13.54,15.13
789,9.475,10.467,11.879,13.548,15.139
790,9.48,10.473,11.885,13.556,15.149
791,9.485,10.479,11.892,13.564,15.158
792,9.491,10.485,11.899,13.571,15.166
793,9.496,10.491,11.906,13.579,15.175
794,9.501,10.497,11.913,13.587,15.184
795,9.507,10.503,11.919,13.595,15.193
796,9.512,10.509,11.926,13.603,15.203
797,9.517,10.515,11.933,13.611,15.212
798,9.523,10.52,11.94,13.619,15.221
799,9.528,10.526,11.947,13.627,15.23
800,9.533,10.532,11.954,13.635,15.239
801,9.538,10.538,11.96,13.643,15.248
802,9.544,10.544,11.967,13.651,15.257
803,9.549,10.55,11.974,13.659,15.266
804,9.554,10.556,11.981,13.667,15.275
805,9.56,10.562,11.988,13.674,15.284
806,9.565,10.568,11.994,13.682,15.293
807,9.57,10.574,12.001,13.69,15.302
808,9.575,10.579,12.008,13.698,15.311
809,9.581,10.585,12.015,13.706,15.32
810,9.586,10.591,12.022,13.714,15.329
811,9.591,10.597,12.028,13.722,15.338
812,9.596,10.603,12.035,13.73,15.347
813,9.602,10.609,12.042,13.738,15.356
814,9.607,10.615,12.049,13.746,15.365
815,9.612,10.62,12.055,13.754,15.374
816,9.617,10.626,12.062,13.761,15.383
817,9.623,10.632,12.069,13.769,15.392
818,9.628,10.638,12.076,13.777,15.401
819,9.633,10.644,12.083,13.785,15.41
820,9.638,10.65,12.089,13.793,15.419
821,9.644,10.656,12.096,13.801,15.428
822,9.649,10.662,12.103,13.809,15.437
823,9.654,10.667,12.11,13.817,15.446
824,9.659,10.673,12.116,13.824,15.455
825,9.665,10.679,12.123,13.832,15.464
826,9.67,10.685,12.13,13.84,15.473
827,9.675,10.691,12.137,13.848,15.482
828,9.68,10.697,12.143,13.856,15.491
829,9.685,10.702,12.15,13.864,15.5
830,9.69,10.708,12.157,13.872,15.509
831,9.696,10.714,12.164,13.88,15.518
832,9.701,10.72,12.17,13.887,15.527
833,9.706,10.726,12.177,13.895,15.536
834,9.711,10.731,12.184,13.903,15.545
835,9.717,10.737,12.19,13.911,15.554
836,9.722,10.743,12.197,13.919,15.563
837,9.727,10.749,12.204,13.927,15.572
838,9.732,10.755,12.211,13.935,15.581
839,9.737,10.76,12.217,13.942,15.59
840,9.742,10.766,12.224,13.95,15.599
841,9.748,10.772,12.231,13.958,15.608
842,9.753,10.778,12.237,13.966,15.616
843,9.758,10.784,12.244,13.974,15.625
844,9.763,10.789,12.251,13.982,15.635
845,9.768,10.795,12.258,13.989,15.644
846,9.773,10.801,12.264,13.997,15.652
847,9.778,10.807,12.271,14.005,15.661
848,9.784,10.812,12.278,14.013,15.67
849,9.789,10.818,12.284,14.021,15.679
850,9.794,10.824,12.291,14.028,15.688
851,9.799,10.83,12.298,14.036,15.697
852,9.804,10.835,12.304,14.044,15.706
853,9.809,10.841,12.311,14.052,15.715
854,9.814,10.847,12.318,14.06,15.724
855,9.819,10.853,12.324,14.067,15.733
856,9.825,10.858,12.331,14.075,15.742
857,9.83,10.864,12.338,14.083,15.751
858,9.835,10.87,12.344,14.091,15.759
859,9.84,10.876,12.351,14.099,15.769
860,9.845,10.881,12.358,14.106,15.777
861,9.85,10.887,12.364,14.114,15.786
862,9.855,10.893,12.371,14.122,15.795
863,9.86,10.899,12.377,14.13,15.804
864,9.865,10.904,12.384,14.137,15.813
865,9.87,10.91,12.391,14.145,15.822
866,9.876,10.916,12.397,14.153,15.831
867,9.881,10.921,12.404,14.161,15.84
868,9.886,10.927,12.411,14.169,15.849
869,9.891,10.933,12.417,14.176,15.857
870,9.896,10.938,12.424,14.184,15.866
871,9.901,10.944,12.43,14.192,15.875
872,9.906,10.95,12.437,14.199,15.884
873,9.911,10.955,12.444,14.207,15.893
874,9.916,10.961,12.45,14.215,15.902
875,9.921,10.967,12.457,14.223,15.911
876,9.926,10.972,12.463,14.23,15.92
877,9.931,10.978,12.47,14.238,15.928
878,9.936,10.984,12.477,14.246,15.937
879,9.941,10.989,12.483,14.254,15.946
880,9.946,10.995,12.49,14.261,15.955
881,9.951,11.001,12.496,14.269,15.964
882,9.956,11.006,12.503,14.277,15.973
883,9.961,11.012,12.509,14.284,15.981
884,9.966,11.018,12.516,14.292,15.991
885,9.971,11.023,12.523,14.3,15.999
886,9.976,11.029,12.529,14.308,16.008
887,9.981,11.035,12.536,14.315,16.017
888,9.986,11.04,12.542,14.323,16.026
889,9.991,11.046,12.549,14.331,16.035
890,9.996,11.051,12.555,14.338,16.044
891,10.001,11.057,12.562,14.346,16.052
892,10.006,11.063,12.568,14.354,16.061
893,10.011,11.068,12.575,14.361,16.07
894,10.016,11.074,12.581,14.369,16.079
895,10.021,11.08,12.588,14.377,16.088
896,10.026,11.085,12.594,14.384,16.097
897,10.031,11.091,12.601,14.392,16.105
898,10.036,11.096,12.607,14.4,16.114
899,10.041,11.102,12.614,14.407,16.123
900,10.046,11.107,12.62,14.415,16.132
901,10.051,11.113,12.627,14.423,16.141
902,10.056,11.119,12.633,14.43,16.149
903,10.061,11.124,12.64,14.438,16.158
904,10.066,11.13,12.646,14.446,16.167
905,10.071,11.135,12.653,14.453,16.176
906,10.076,11.141,12.659,14.461,16.185
907,10.081,11.146,12.666,14.469,16.193
908,10.085,11.152,12.672,14.476,16.202
909,10.09,11.157,12.679,14.484,16.211
910,10.095,11.163,12.685,14.492,16.22
911,10.1,11.169,12.692,14.499,16.228
912,10.105,11.174,12.698,14.507,16.237
913,10.11,11.18,12.705,14.514,16.246
914,10.115,11.185,12.711,14.522,16.255
915,10.12,11.191,12.718,14.53,16.264
916,10.125,11.196,12.724,14.537,16.272
917,10.129,11.202,12.731,14.545,16.281
918,10.134,11.207,12.737,14.552,16.29
919,10.139,11.213,12.743,14.56,16.299
920,10.144,11.218,12.75,14.568,16.307
921,10.149,11.224,12.756,14.575,16.316
922,10.154,11.229,12.763,14.583,16.325
923,10.159,11.235,12.769,14.59,16.334
924,10.164,11.24,12.776,14.598,16.342
925,10.168,11.246,12.782,14.606,16.351
926,10.173,11.251,12.788,14.613,16.36
927,10.178,11.257,12.795,14.621,16.369
928,10.183,11.262,12.801,14.628,16.377
929,10.188,11.267,12.808,14.636,16.386
930,10.193,11.273,12.814,14.643,16.395
931,10.198,11.278,12.82,14.651,16.404
932,10.202,11.284,12.827,14.658,16.412
933,10.207,11.289,12.833,14.666,16.421
934,10.212,11.295,12.84,14.674,16.43
935,10.217,11.3,12.846,14.681,16.438
936,10.222,11.306,12.852,14.689,16.447
937,10.227,11.311,12.859,14.696,16.456
938,10.231,11.317,12.865,14.704,16.465
939,10.236,11.322,12.872,14.711,16.473
940,10.241,11.327,12.878,14.719,16.482
941,10.246,11.333,12.884,14.726,16.491
942,10.25,11.338,12.891,14.734,16.499
943,10.255,11.344,12.897,14.741,16.508
944,10.26,11.349,12.903,14.749,16.517
945,10.265,11.355,12.91,14.757,16.526
946,10.27,11.36,12.916,14.764,16.534
947,10.274,11.365,12.922,14.772,16.543
948,10.279,11.371,12.929,14.779,16.552
949,10.284,11.376,12.935,14.787,16.56
950,10.289,11.382,12.942,14.794,16.569
951,10.294,11.387,12.948,14.802,16.578
952,10.298,11.392,12.954,14.809,16.586
953,10.303,11.398,12.961,14.817,16.595
954,10.308,11.403,12.967,14.824,16.604
955,10.313,11.409,12.973,14.832,16.613
956,10.317,11.414,12.98,14.839,16.621
957,10.322,11.419,12.986,14.847,16.63
958,10.327,11.425,12.992,14.854,16.638
959,10.332,11.43,12.999,14.862,16.647
960,10.336,11.436,13.005,14.869,16.656
961,10.341,11.441,13.011,14.877,16.664
962,10.346,11.446,13.017,14.884,16.673
963,10.351,11.452,13.024,14.892,16.682
964,10.355,11.457,13.03,14.899,16.69
965,10.36,11.462,13.036,14.907,16.699
966,10.365,11.468,13.043,14.914,16.708
967,10.37,11.473,13.049,14.922,16.716
968,10.374,11.479,13.055,14.929,16.725
969,10.379,11.484,13.062,14.937,16.734
970,10.384,11.489,13.068,14.944,16.743
971,10.388,11.495,13.074,14.952,16.751
972,10.393,11.5,13.08,14.959,16.76
973,10.398,11.505,13.087,14.966,16.768
974,10.402,11.511,13.093,14.974,16.777
975,10.407,11.516,13.099,14.982,16.786
976,10.412,11.521,13.106,14.989,16.795
977,10.417,11.527,13.112,14.996,16.803
978,10.421,11.532,13.118,15.004,16.812
979,10.426,11.537,13.125,15.012,16.821
980,10.431,11.543,13.131,15.019,16.829
981,10.435,11.548,13.137,15.026,16.838
982,10.44,11.553,13.143,15.034,16.847
983,10.445,11.559,13.15,15.041,16.855
984,10.449,11.564,13.156,15.049,16.864
985,10.454,11.569,13.162,15.056,16.873
986,10.459,11.575,13.168,15.064,16.881
987,10.463,11.58,13.175,15.071,16.89
988,10.468,11.585,13.181,15.079,16.898
989,10.473,11.59,13.187,15.086,16.907
990,10.477,11.596,13.193,15.094,16.916
991,10.482,11.601,13.2,15.101,16.925
992,10.487,11.606,13.206,15.108,16.933
993,10.491,11.612,13.212,15.116,16.942
994,10.496,11.617,13.219,15.123,16.951
995,10.501,11.622,13.225,15.131,16.959
996,10.505,11.628,13.231,15.138,16.968
997,10.51,11.633,13.237,15.146,16.976
998,10.515,11.638,13.244,15.153,16.985
999,10.519,11.643,13.25,15.161,16.994
1000,10.524,11.649,13.256,15.168,17.003
1001,10.529,11.654,13.262,15.175,17.011
1002,10.533,11.659,13.268,15.183,17.02
1003,10.538,11.665,13.275,15.19,17.029
1004,10.542,11.67,13.281,15.198,17.037
1005,10.547,11.675,13.287,15.205,17.046
1006,10.552,11.68,13.293,15.213,17.054
1007,10.556,11.686,13.3,15.22,17.063
1008,10.561,11.691,13.306,15.228,17.072
1009,10.566,11.696,13.312,15.235,17.081
1010,10.57,11.701,13.318,15.243,17.089
1011,10.575,11.707,13.325,15.25,17.098
1012,10.58,11.712,13.331,15.257,17.106
1013,10.584,11.717,13.337,15.265,17.115
1014,10.589,11.723,13.343,15.272,17.124
1015,10.593,11.728,13.35,15.28,17.133
1016,10.598,11.733,13.356,15.287,17.141
1017,10.602,11.738,13.362,15.295,17.15
1018,10.607,11.744,13.368,15.302,17.159
1019,10.612,11.749,13.374,15.309,17.167
1020,10.616,11.754,13.381,15.317,17.176
1021,10.621,11.759,13.387,15.324,17.184
1022,10.626,11.765,13.393,15.332,17.193
1023,10.63,11.77,13.399,15.339,17.202
1024,10.635,11.775,13.406,15.347,17.211
1025,10.639,11.78,13.412,15.354,17.219
1026,10.644,11.785,13.418,15.362,17.228
1027,10.649,11.791,13.424,15.369,17.237
1028,10.653,11.796,13.43,15.377,17.245
1029,10.658,11.801,13.437,15.384,17.254
1030,10.662,11.807,13.443,15.391,17.263
1031,10.667,11.812,13.449,15.399,17.271
1032,10.672,11.817,13.455,15.406,17.28
1033,10.676,11.822,13.461,15.414,17.289
1034,10.681,11.827,13.468,15.421,17.297
1035,10.685,11.833,13.474,15.429,17.306
1036,10.69,11.838,13.48,15.436,17.315
1037,10.694,11.843,13.486,15.444,17.323
1038,10.699,11.848,13.493,15.451,17.332
1039,10.703,11.854,13.499,15.458,17.341
1040,10.708,11.859,13.505,15.466,17.35
1041,10.713,11.864,13.511,15.473,17.358
1042,10.717,11.869,13.517,15.481,17.367
1043,10.722,11.874,13.524,15.488,17.376
1044,10.726,11.88,13.53,15.496,17.384
1045,10.731,11.885,13.536,15.503,17.393
1046,10.735,11.89,13.542,15.51,17.402
1047,10.74,11.895,13.548,15.518,17.411
1048,10.745,11.901,13.555,15.525,17.419
1049,10.749,11.906,13.561,15.533,17.428
1050,10.754,11.911,13.567,15.54,17.436
1051,10.758,11.916,13.573,15.548,17.445
1052,10.763,11.921,13.579,15.555,17.454
1053,10.767,11.927,13.586,15.562,17.462
1054,10.772,11.932,13.592,15.57,17.471
1055,10.776,11.937,13.598,15.577,17.48
1056,10.781,11.942,13.604,15.585,17.489
1057,10.785,11.947,13.61,15.592,17.498
1058,10.79,11.953,13.617,15.6,17.506
1059,10.795,11.958,13.623,15.607,17.515
1060,10.799,11.963,13.629,15.615,17.524
1061,10.804,11.968,13.635,15.622,17.532
1062,10.808,11.973,13.641,15.63,17.541
1063,10.813,11.979,13.648,15.637,17.55
1064,10.817,11.984,13.654,15.645,17.559
1065,10.822,11.989,13.66,15.652,17.567
1066,10.826,11.994,13.666,15.659,17.576
1067,10.831,11.999,13.672,15.667,17.585
1068,10.835,12.005,13.679,15.674,17.593
1069,10.84,12.01,13.685,15.682,17.602
1070,10.845,12.015,13.691,15.689,17.611
1071,10.849,12.02,13.697,15.697,17.62
1072,10.854,12.025,13.703,15.704,17.628
1073,10.858,12.031,13.71,15.712,17.637
1074,10.863,12.036,13.716,15.719,17.646
1075,10.867,12.041,13.722,15.727,17.655
1076,10.872,12.046,13.728,15.734,17.664
1077,10.876,12.051,13.734,15.741,17.672
1078,10.881,12.057,13.74,15.749,17.681
1079,10.885,12.062,13.747,15.756,17.69
1080,10.89,12.067,13.753,15.764,17.698
1081,10.894,12.072,13.759,15.771,17.707
1082,10.899,12.077,13.765,15.779,17.716
1083,10.903,12.082,13.771,15.786,17.725
1084,10.908,12.088,13.778,15.794,17.734
1085,10.912,12.093,13.784,15.801,17.742
1086,10.917,12.098,13.79,15.809,17.751
1087,10.921,12.103,13.796,15.816,17.76
1088,10.926,12.108,13.802,15.824,17.769
1089,10.93,12.113,13.809,15.831,17.778
1090,10.935,12.119,13.815,15.839,17.786
1091,10.939,12.124,13.821,15.846,17.795
1092,10.944,12.129,13.827,15.854,17.804
1093,10.948,12.134,13.833,15.861,17.813
1094,10.953,12.139,13.84,15.868,17.821
1095,10.957,12.144,13.846,15.876,17.83
1096,10.962,12.15,13.852,15.883,17.839
1097,10.966,12.155,13.858,15.891,17.848
1098,10.971,12.16,13.864,15.898,17.856
1099,10.975,12.165,13.87,15.906,17.865
1100,10.98,12.17,13.877,15.913,17.874
1101,10.984,12.176,13.883,15.921,17.883
1102,10.989,12.181,13.889,15.928,17.892
1103,10.993,12.186,13.895,15.936,17.9
1104,10.998,12.191,13.901,15.943,17.909
1105,11.002,12.196,13.908,15.951,17.918
1106,11.007,12.201,13.914,15.958,17.927
1107,11.011,12.207,13.92,15.966,17.936
1108,11.016,12.212,13.926,15.973,17.945
1109,11.02,12.217,13.932,15.981,17.953
1110,11.024,12.222,13.938,15.988,17.962
1111,11.029,12.227,13.945,15.996,17.971
1112,11.034,12.232,13.951,16.003,17.98
1113,11.038,12.237,13.957,16.011,17.988
1114,11.042,12.243,13.963,16.018,17.998
1115,11.047,12.248,13.969,16.026,18.006
1116,11.051,12.253,13.976,16.033,18.015
1117,11.056,12.258,13.982,16.041,18.024
1118,11.06,12.263,13.988,16.048,18.033
1119,11.065,12.268,13.994,16.056,18.042
1120,11.069,12.274,14,16.063,18.05
1121,11.074,12.279,14.006,16.071,18.059
1122,11.078,12.284,14.013,16.078,18.068
1123,11.083,12.289,14.019,16.086,18.077
1124,11.087,12.294,14.025,16.093,18.086
1125,11.091,12.299,14.031,16.101,18.095
1126,11.096,12.304,14.037,16.108,18.103
1127,11.1,12.309,14.044,16.116,18.112
1128,11.105,12.315,14.05,16.123,18.121
1129,11.109,12.32,14.056,16.131,18.13
1130,11.114,12.325,14.062,16.138,18.139
1131,11.118,12.33,14.068,16.146,18.148
1132,11.123,12.335,14.074,16.153,18.157
1133,11.127,12.34,14.081,16.161,18.165
1134,11.131,12.345,14.087,16.168,18.175
1135,11.136,12.351,14.093,16.176,18.183
1136,11.14,12.356,14.099,16.183,18.192
1137,11.145,12.361,14.105,16.191,18.201
1138,11.149,12.366,14.112,16.198,18.21
1139,11.154,12.371,14.118,16.206,18.219
1140,11.158,12.376,14.124,16.213,18.228
1141,11.163,12.381,14.13,16.221,18.236
1142,11.167,12.387,14.136,16.228,18.245
1143,11.171,12.392,14.142,16.236,18.254
1144,11.176,12.397,14.149,16.243,18.263
1145,11.18,12.402,14.155,16.251,18.272
1146,11.185,12.407,14.161,16.258,18.281
1147,11.189,12.412,14.167,16.266,18.29
1148,11.194,12.417,14.173,16.273,18.299
1149,11.198,12.422,14.179,16.281,18.308
1150,11.203,12.427,14.186,16.288,18.316
1151,11.207,12.432,14.192,16.296,18.325
1152,11.211,12.438,14.198,16.303,18.334
1153,11.216,12.443,14.204,16.311,18.343
1154,11.22,12.448,14.21,16.318,18.352
1155,11.225,12.453,14.216,16.326,18.361
1156,11.229,12.458,14.223,16.333,18.37
1157,11.233,12.463,14.229,16.341,18.379
1158,11.238,12.468,14.235,16.348,18.388
1159,11.242,12.473,14.241,16.356,18.397
1160,11.246,12.478,14.247,16.364,18.406
1161,11.251,12.484,14.253,16.371,18.414
1162,11.255,12.489,14.26,16.378,18.423
1163,11.26,12.494,14.266,16.386,18.432
1164,11.264,12.499,14.272,16.394,18.441
1165,11.269,12.504,14.278,16.401,18.45
1166,11.273,12.509,14.284,16.409,18.459
1167,11.277,12.514,14.29,16.416,18.468
1168,11.282,12.519,14.297,16.424,18.477
1169,11.286,12.524,14.303,16.431,18.486
1170,11.291,12.53,14.309,16.439,18.495
1171,11.295,12.535,14.315,16.446,18.504
1172,11.299,12.54,14.321,16.454,18.513
1173,11.304,12.545,14.327,16.461,18.521
1174,11.308,12.55,14.334,16.469,18.53
1175,11.313,12.555,14.34,16.476,18.539
1176,11.317,12.56,14.346,16.484,18.548
1177,11.321,12.565,14.352,16.491,18.557
1178,11.326,12.57,14.358,16.499,18.566
1179,11.33,12.575,14.364,16.507,18.575
1180,11.334,12.58,14.371,16.514,18.584
1181,11.339,12.586,14.377,16.522,18.593
1182,11.343,12.591,14.383,16.529,18.602
1183,11.348,12.596,14.389,16.537,18.611
1184,11.352,12.601,14.395,16.544,18.62
1185,11.356,12.606,14.401,16.552,18.629
1186,11.361,12.611,14.408,16.559,18.638
1187,11.365,12.616,14.414,16.567,18.646
1188,11.369,12.621,14.42,16.574,18.656
1189,11.374,12.626,14.426,16.582,18.665
1190,11.378,12.631,14.432,16.589,18.674
1191,11.382,12.636,14.438,16.597,18.683
1192,11.387,12.641,14.444,16.604,18.691
1193,11.391,12.646,14.451,16.612,18.7
1194,11.396,12.652,14.457,16.62,18.709
1195,11.4,12.656,14.463,16.627,18.718
1196,11.404,12.662,14.469,16.635,18.727
1197,11.409,12.667,14.475,16.642,18.736
1198,11.413,12.672,14.481,16.65,18.745
1199,11.417,12.677,14.487,16.657,18.754
1200,11.422,12.682,14.494,16.665,18.763
1201,11.426,12.687,14.5,16.672,18.772
1202,11.43,12.692,14.506,16.68,18.781
1203,11.435,12.697,14.512,16.687,18.79
1204,11.439,12.702,14.518,16.695,18.799
1205,11.443,12.707,14.524,16.702,18.808
1206,11.448,12.712,14.53,16.71,18.817
1207,11.452,12.717,14.537,16.717,18.826
1208,11.456,12.722,14.543,16.725,18.835
1209,11.461,12.727,14.549,16.733,18.844
1210,11.465,12.732,14.555,16.74,18.853
1211,11.469,12.737,14.561,16.748,18.862
1212,11.474,12.743,14.567,16.755,18.871
1213,11.478,12.748,14.573,16.763,18.88
1214,11.482,12.752,14.58,16.77,18.889
1215,11.487,12.758,14.586,16.778,18.898
1216,11.491,12.763,14.592,16.785,18.907
1217,11.495,12.768,14.598,16.793,18.915
1218,11.5,12.773,14.604,16.8,18.925
1219,11.504,12.778,14.61,16.808,18.934
1220,11.508,12.783,14.616,16.815,18.942
1221,11.513,12.788,14.623,16.823,18.952
1222,11.517,12.793,14.629,16.831,18.961
1223,11.521,12.798,14.635,16.838,18.97
1224,11.525,12.803,14.641,16.846,18.979
1225,11.53,12.808,14.647,16.853,18.987
1226,11.534,12.813,14.653,16.861,18.997
1227,11.538,12.818,14.659,16.868,19.006
1228,11.543,12.823,14.665,16.876,19.014
1229,11.547,12.828,14.672,16.883,19.024
1230,11.551,12.833,14.678,16.891,19.033
1231,11.556,12.838,14.684,16.898,19.041
1232,11.56,12.843,14.69,16.906,19.051
1233,11.564,12.848,14.696,16.914,19.06
1234,11.569,12.853,14.702,16.921,19.069
1235,11.573,12.858,14.708,16.929,19.078
1236,11.577,12.863,14.714,16.936,19.087
1237,11.581,12.868,14.72,16.944,19.095
1238,11.586,12.873,14.727,16.951,19.105
1239,11.59,12.878,14.733,16.959,19.113
1240,11.594,12.883,14.739,16.966,19.123
1241,11.599,12.888,14.745,16.974,19.132
1242,11.603,12.893,14.751,16.981,19.141
1243,11.607,12.898,14.757,16.989,19.15
1244,11.611,12.903,14.763,16.996,19.159
1245,11.616,12.908,14.769,17.004,19.168
1246,11.62,12.913,14.775,17.011,19.176
1247,11.624,12.918,14.782,17.019,19.186
1248,11.629,12.923,14.788,17.027,19.195
1249,11.633,12.928,14.794,17.034,19.204
1250,11.637,12.933,14.8,17.042,19.213
1251,11.641,12.938,14.806,17.049,19.222
1252,11.646,12.943,14.812,17.057,19.231
1253,11.65,12.948,14.818,17.064,19.24
1254,11.654,12.953,14.824,17.072,19.249
1255,11.659,12.958,14.83,17.079,19.258
1256,11.663,12.963,14.837,17.087,19.267
1257,11.667,12.968,14.843,17.094,19.276
